MGI.symbol,HGNC.symbol
Eef2kmt,EEF2KMT
Poteg,ANKRD30A
Poteg,POTEB2
Prrg1,PRRG1
Galr3,GALR3
Smlr1,SMLR1
Arhgap33,ARHGAP33
Erbb4,ERBB4
Strada,STRADA
Ccdc25,CCDC25
Gm28041,ZNF720
Mob3a,MOB3A
Gys1,GYS1
R3hcc1l,R3HCC1L
1700012B09Rik,C11orf97
Rnf207,RNF207
Cend1,CEND1
Serpinb3c,SERPINB4
Slc35g3,SLC35G4
Gm26965,ZNF720
Fam13b,FAM13B
Rpia,RPIA
Bean1,BEAN1
Coq3,COQ3
Nol6,NOL6
Csk,CSK
Zfpm1,ZFPM1
Lyrm2,LYRM2
Dppa5a,DPPA5
Gm28044,ZNF720
Sssca1,SSSCA1
Rgs11,RGS11
Rhbdd1,RHBDD1
Epb41l3,EPB41L3
Sv2c,SV2C
Cilp,CILP
Apbb2,APBB2
Tldc2,TLDC2
Gnb3,GNB3
Zfp874a,ZNF720
Spaca4,SPACA4
Fam8a1,FAM8A1
Cytl1,CYTL1
Icmt,ICMT
Ncf1,NCF1
Plac8l1,PLAC8L1
Gal3st3,GAL3ST3
Cd38,CD38
Gdpd2,GDPD2
Slc25a25,SLC25A25
Capsl,CAPSL
Kbtbd13,KBTBD13
Pgk1,PGK1
Gm8225,RPS2
Herpud1,HERPUD1
Eif3a,EIF3A
Ddx49,DDX49
Klf3,KLF3
Dsp,DSP
Sh2d4b,SH2D4B
Serpinb3d,SERPINB4
Ddx42,DDX42
Dsc3,DSC3
Chrna10,CHRNA10
4430402I18Rik,SPATA6L
Fam53c,FAM53C
Txn1,TXN
Pex5,PEX5
Naa40,NAA40
Mslnl,MSLNL
Khdc3,KHDC3L
Cpne7,CPNE7
Nova2,NOVA2
Pelo,PELO
Mospd2,MOSPD2
Cpsf7,CPSF7
Vsig4,VSIG4
Cabs1,CABS1
Ubap1l,UBAP1L
Secisbp2l,SECISBP2L
Cebpb,CEBPB
Wfdc6a,WFDC6
Jazf1,JAZF1
Bysl,BYSL
Klhl3,KLHL3
Tox,TOX
Spx,SPX
Stam,STAM
Plppr1,PLPPR1
Cnnm4,CNNM4
Trim35,TRIM35
Gm45261,CCDC195
Zfp457,ZNF723
Zfp457,ZNF728
Zfp457,ZNF730
Zfp457,ZNF724
Zfp457,ZNF727
Zfp457,ZNF675
Dpm1,DPM1
Zfp429,ZNF720
Tshz3,TSHZ3
Dbp,DBP
Usp9x,USP9X
Nagpa,NAGPA
Dusp3,DUSP3
Tuba3a,TUBA3C
Ankrd61,ANKRD61
Insr,INSR
Arhgap5,ARHGAP5
Tnfrsf4,TNFRSF4
Oprm1,OPRM1
Olfr1564,OR10H2
Olfr1564,OR10H5
Olfr1564,OR10H1
Gpsm3,GPSM3
BC027072,C2orf71
Parp16,PARP16
Zfp456,ZNF720
Mcam,MCAM
Nrap,NRAP
Rcor2,RCOR2
Itgam,ITGAM
Ppp2ca,PPP2CA
Vps50,VPS50
Iah1,IAH1
Fam89b,FAM89B
Eif2ak3,EIF2AK3
Mppe1,MPPE1
Ccdc61,CCDC61
Rab12,RAB12
Gcnt4,GCNT4
Cope,COPE
Noto,NOTO
Odam,ODAM
Ccdc90b,CCDC90B
Setdb2,SETDB2
Olfr239,OR10H2
Olfr239,OR10H5
Olfr239,OR10H1
Ccdc182,CCDC182
Nsd3,NSD3
Nlrp1b,NLRP1
Ranbp2,RGPD6
Ranbp2,RANBP2
Otc,OTC
Asap1,ASAP1
C2cd6,C2CD6
Sbsn,SBSN
Lca5l,LCA5L
Dock10,DOCK10
Egflam,EGFLAM
Spint3,SPINT3
Arfgap2,ARFGAP2
Atp11c,ATP11C
Commd3,COMMD3
Anapc4,ANAPC4
Hist1h1t,HIST1H1T
Pycr1,PYCR1
Nsmf,NSMF
Gabrp,GABRP
Hras,HRAS
Pgam1,PGAM1
Hoxd11,HOXD11
Wfdc2,WFDC2
Pik3c3,PIK3C3
Iglv3,IGLV4-69
Iglv3,IGLV4-60
Foxa3,FOXA3
Arhgap6,ARHGAP6
B3gnt2,B3GNT2
Pgap2,PGAP2
Cacng4,CACNG4
Pum2,PUM2
Esf1,ESF1
Nrg3,NRG3
AU021092,C16orf89
Ankrd49,ANKRD49
Gtf2h1,GTF2H1
Fam53a,FAM53A
Pcf11,PCF11
Hrh3,HRH3
Ccl12,CCL8
Mfap2,MFAP2
Grin3b,GRIN3B
Eif2ak2,EIF2AK2
Ccnd3,CCND3
Krt25,KRT25
Ddx25,DDX25
Apoh,APOH
Slc15a1,SLC15A1
Banp,BANP
Polk,POLK
Tfam,TFAM
Tmem259,TMEM259
Tex13a,TEX13A
Fgfr1op2,FGFR1OP2
Sh3rf2,SH3RF2
Wnt10b,WNT10B
Eid1,EID1
Mrpl21,MRPL21
Phyh,PHYH
Rpgr,RPGR
Tbc1d1,TBC1D1
Garnl3,GARNL3
Nyap2,NYAP2
1110051M20Rik,C11orf49
Sugp1,SUGP1
Slc26a7,SLC26A7
Plpp6,PLPP6
Pttg1,PTTG2
Ptpn1,PTPN1
Neurod1,NEUROD1
Olfr1414,OR6B2
Olfr1414,OR6B3
Bcl2l12,BCL2L12
Hadha,HADHA
Clstn3,CLSTN3
Eps15l1,EPS15L1
Atp5s,ATP5S
Cdadc1,CDADC1
Ctsb,CTSB
Lcn6,LCN6
1110059G10Rik,KIAA1143
Rps27a,RPS27A
Lman1,LMAN1
Eps8,EPS8
Gnal,GNAL
Pak1ip1,PAK1IP1
Klhl18,KLHL18
Stard4,STARD4
Rgs20,RGS20
Il6,IL6
Itgae,ITGAE
Homer3,HOMER3
Ndufaf5,NDUFAF5
Olfr1415,OR6B2
Olfr1415,OR6B3
Fam240b,FAM240B
Rundc3b,RUNDC3B
Ugt3a2,UGT3A1
Slc17a2,SLC17A2
Hormad2,HORMAD2
Ankrd31,ANKRD31
Rint1,RINT1
Soga1,SOGA1
Haspin,HASPIN
Nanos1,NANOS1
Pigw,PIGW
Dnajc3,DNAJC3
Atp5g3,ATP5MC3
Ttll10,TTLL10
Pbk,PBK
Cthrc1,CTHRC1
Zfp729b,ZNF91
Il2ra,IL2RA
Zfp953,ZNF723
Zfp953,ZNF728
Zfp953,ZNF730
Zfp953,ZNF724
Zfp953,ZNF727
Zfp953,ZNF675
Il1rapl2,IL1RAPL2
Rspo2,RSPO2
Tcf19,TCF19
Spopl,SPOPL
Oca2,OCA2
Hepacam2,HEPACAM2
Gapdhs,GAPDHS
Plpp5,PLPP5
Hypm,HYPM
4930430A15Rik,ANKRD30A
4930430A15Rik,POTEB2
Entpd6,ENTPD6
Ly6h,LY6H
Fam105a,FAM105A
Adam7,ADAM7
Exosc2,EXOSC2
Ndufa10,NDUFA10
Vsx1,VSX1
Atcay,ATCAY
Polr2m,POLR2M
Agpat2,AGPAT2
Tex37,TEX37
Fbxl4,FBXL4
Fam209,FAM209A
Abl1,ABL1
Olfr55,OR10H2
Olfr55,OR10H5
Olfr55,OR10H1
Ephx3,EPHX3
Cops9,COPS9
Mat2b,MAT2B
Ankrd39,ANKRD39
Cab39l,CAB39L
Sdc1,SDC1
Uggt2,UGGT2
Ankrd54,ANKRD54
Art5,ART5
Cnbd1,CNBD1
Zfp366,ZNF366
Ppp4r3a,PPP4R3A
Jph1,JPH1
Rttn,RTTN
Camk1,CAMK1
Irs1,IRS1
Ly6l,LY6L
Camk4,CAMK4
Nubpl,NUBPL
Cntln,CNTLN
Cntnap3,CNTNAP3
Styx,STYX
Notch3,NOTCH3
Rims2,RIMS2
Serpinb3a,SERPINB4
Tnip2,TNIP2
Lif,LIF
Adgre5,ADGRE5
Gm5136,BRCC3
Ccdc189,CCDC189
E2f4,E2F4
Sh3bgr,SH3BGR
Mss51,MSS51
A730046J19Rik,SERTM2
Sh3gl2,SH3GL2
Gnaq,GNAQ
Fancb,FANCB
Tmem17,TMEM17
Mapk3,MAPK3
Mknk2,MKNK2
Rwdd1,RWDD1
Adgrb3,ADGRB3
Aimp2,AIMP2
Smim11,SMIM11B
Kcnip1,KCNIP1
Rbm17,RBM17
Limd2,LIMD2
Hps5,HPS5
Ppp1r10,PPP1R10
Sirt3,SIRT3
Sspn,SSPN
Trim72,TRIM72
Il17ra,IL17RA
Cuedc1,CUEDC1
Sephs1,SEPHS1
Rasl12,RASL12
Amelx,AMELX
Ssc4d,SSC4D
Srcap,SRCAP
Psmd13,PSMD13
Dpf3,DPF3
Zfp459,ZNF720
Rbm11,RBM11
Zfp128,ZNF8
Ppp2r3d,PPP2R3B
Robo3,ROBO3
Gm5519,NUDT15
Pdzd2,PDZD2
Cct5,CCT5
Lims1,LIMS1
Nr5a1,NR5A1
Trim38,TRIM38
Acd,ACD
Nxph2,NXPH2
Ermp1,ERMP1
Bri3,BRI3
Sdhaf2,SDHAF2
Nkrf,NKRF
Chd1,CHD1
Hnmt,HNMT
Zfp286,ZNF286A
Ankrd12,ANKRD12
Snrnp200,SNRNP200
Stard7,STARD7
Saysd1,SAYSD1
Gkap1,GKAP1
Exoc3l,EXOC3L1
Notum,NOTUM
Hgsnat,HGSNAT
Usp54,USP54
Flii,FLII
Esx1,ESX1
Rpusd3,RPUSD3
Hnrnpa0,HNRNPA0
Rnf40,RNF40
Lnpk,LNPK
Thsd7b,THSD7B
Ccl7,CCL7
Rnf146,RNF146
Hoxd12,HOXD12
Hist1h1c,HIST1H1C
Foxr2,FOXR2
Hibadh,HIBADH
Calml3,CALML3
Gdap1,GDAP1
Qtrt1,QTRT1
Dexi,DEXI
Gm20716,DPM1
Gm28557,ZNF720
Csrp3,CSRP3
Nmrk2,NMRK2
Cecr2,CECR2
Vbp1,VBP1
Ltbp4,LTBP4
Carmil2,CARMIL2
Micall1,MICALL1
Ost4,OST4
Gm42715,SRCAP
Impa1,IMPA1
Macrod1,MACROD1
Scgb1c1,SCGB1C1
Serpinb3b,SERPINB4
Ftl1,FTL
Gabre,GABRE
Myot,MYOT
Mrpl50,MRPL50
Edil3,EDIL3
Cramp1l,CRAMP1
Loxl4,LOXL4
Srgap3,SRGAP3
Zc2hc1b,ZC2HC1B
Tmem127,TMEM127
Nxf7,NXF5
Amotl1,AMOTL1
Luzp2,LUZP2
Scgb3a2,SCGB3A2
E2f8,E2F8
Prelid2,PRELID2
Scml2,SCML2
Fam136a,FAM136A
Ccl11,CCL11
Stk32b,STK32B
Med14,MED14
Cox8a,COX8A
Nfic,NFIC
C4b,C4B
Chmp1b,CHMP1B
Lrrc69,LRRC69
Ell2,ELL2
Ciao1,CIAO1
Kcnq5,KCNQ5
Helz2,HELZ2
Fam173b,FAM173B
Pbx2,PBX2
Kcnf1,KCNF1
Itga1,ITGA1
Khdc1b,KHDC1
Khdc1b,KHDC1L
Ttll3,TTLL3
Ttll3,ARPC4-TTLL3
Usp51,USP51
Gm42417,ANKRD23
Ugt3a1,UGT3A1
Irf3,IRF3
Lrrc56,LRRC56
Ipo7,IPO7
Ikzf2,IKZF2
Slc3a2,SLC3A2
Wnt1,WNT1
Gcg,GCG
Chac2,CHAC2
Myo19,MYO19
Togaram2,TOGARAM2
Rpl22,RPL22
Rai2,RAI2
Hps1,HPS1
Cdhr3,CDHR3
H13,HM13
Gjd4,GJD4
Samhd1,SAMHD1
Nrep,NREP
Asic4,ASIC4
Ifih1,IFIH1
Cacng5,CACNG5
Pnliprp1,PNLIPRP1
Kctd16,KCTD16
Osbpl2,OSBPL2
Ube2a,UBE2A
Cst6,CST6
Fance,FANCE
Anxa7,ANXA7
Hist1h2be,HIST1H2BC
Casp1,CASP1
Ccl2,CCL2
Ldhb,LDHB
Dcaf13,DCAF13
Ostf1,OSTF1
Arpc4,ARPC4
Cavin4,CAVIN4
Tmem265,TMEM265
Med20,MED20
Gys2,GYS2
Zfp874b,ZNF720
Ucma,UCMA
Fbrs,FBRS
Mrpl41,MRPL41
Erap1,ERAP1
Krt24,KRT24
Tead3,TEAD3
Col4a3bp,COL4A3BP
Gphn,GPHN
Ppp3cb,PPP3CB
Map2,MAP2
Ppp1r32,PPP1R32
Spdye4b,SPDYE1
Speg,SPEG
B4galnt3,B4GALNT3
Izumo4,IZUMO4
Nptx2,NPTX2
Cast,CAST
Tdrp,TDRP
Ube2d1,UBE2D1
Zfp455,ZNF720
Cep192,CEP192
Nsun2,NSUN2
Nkx2-6,NKX2-6
Zfp65,ZNF723
Zfp65,ZNF728
Zfp65,ZNF730
Zfp65,ZNF724
Zfp65,ZNF727
Zfp65,ZNF675
Prdm16,PRDM16
Zfp595,ZNF723
Zfp595,ZNF728
Zfp595,ZNF730
Zfp595,ZNF724
Zfp595,ZNF727
Zfp595,ZNF675
Fam199x,FAM199X
Calm4,CALML5
Nt5c3,NT5C3A
Ceacam18,CEACAM18
Ric8a,RIC8A
Tc2n,TC2N
Tmem41b,TMEM41B
Cox7b,COX7B
Wfdc8,WFDC8
Hist1h3h,HIST1H3B
Dcaf4,DCAF4L2
Dcaf4,DCAF4
Itpr2,ITPR2
Eif3e,EIF3E
Adam17,ADAM17
Spink5,SPINK5
Pdzd7,PDZD7
Notch4,NOTCH4
Cass4,CASS4
Cnga2,CNGA2
Shc4,SHC4
Rad51ap1,RAD51AP1
Mtcl1,MTCL1
Cbfa2t2,CBFA2T2
Zufsp,ZUFSP
Phactr2,PHACTR2
Dock9,DOCK9
Akap8l,AKAP8L
Rnf219,RNF219
Pate2,PATE2
Immt,IMMT
Clpx,CLPX
Zfp759,ZNF723
Zfp759,ZNF728
Zfp759,ZNF730
Zfp759,ZNF724
Zfp759,ZNF727
Zfp759,ZNF675
Slc51b,SLC51B
Pkd2l2,PKD2L2
Hyls1,HYLS1
Rsph4a,RSPH4A
Gm14698,STYX
Nlrp1a,NLRP1
Pnlip,PNLIP
Ankrd6,ANKRD6
Bub1,BUB1
Bicc1,BICC1
Robo4,ROBO4
Tmem200a,TMEM200A
Kcnq1,KCNQ1
Pou4f1,POU4F1
Rab10,RAB10
Rell2,RELL2
Hoxd10,HOXD10
Cbwd1,CBWD1
Abcb1a,ABCB1
Seh1l,SEH1L
Otud6b,OTUD6B
Gpr75,GPR75
Car4,CA4
Catsperb,CATSPERB
Bnip3,BNIP3
Ciita,CIITA
Foxd4,FOXD4
Pom121l2,POM121L2
Atp2b3,ATP2B3
Gast,GAST
Asb9,ASB9
Col6a2,COL6A2
Gcnt7,GCNT7
Wdr43,WDR43
Fto,FTO
Khdc1c,KHDC1
Khdc1c,KHDC1L
Gm45785,BET1L
Atg4a,ATG4A
Hsbp1,HSBP1
Cdca3,CDCA3
Mbd3l2,MBD3L5
Mbd3l2,MBD3L4
Mbd3l2,MBD3L2
Mbd3l2,MBD3L3
Cpt1a,CPT1A
Mettl16,METTL16
Scnn1g,SCNN1G
Pomt1,POMT1
Nxf2,NXF5
Krt27,KRT27
Tbc1d20,TBC1D20
Lzts2,LZTS2
Car12,CA12
Rnd1,RND1
Slc44a1,SLC44A1
Otos,OTOS
Jakmip3,JAKMIP3
Gatad2a,GATAD2A
Rbbp6,RBBP6
Cox7c,COX7C
Gm94,C5orf46
Art1,ART1
Gm10112,DPPA5
Dynlt3,DYNLT3
Naif1,NAIF1
Pth2r,PTH2R
Ncald,NCALD
Hadhb,HADHB
Fkbp11,FKBP11
Tmem237,TMEM237
Evx2,EVX2
Ipcef1,IPCEF1
Plxnb1,PLXNB1
Mrps23,MRPS23
Dscr3,VPS26C
Bhlhe41,BHLHE41
Znhit3,ZNHIT3
Ednrb,EDNRB
Tmem97,TMEM97
Pdcd7,PDCD7
Pigq,PIGQ
Txndc8,TXNDC8
Cd300lg,CD300LG
Calm5,CALML5
Pate4,PATE4
Ubqln1,UBQLN1
Tmem14c,TMEM14C
Itgax,ITGAX
Gpatch11,GPATCH11
Rasgrp1,RASGRP1
Pyroxd2,PYROXD2
Ric1,RIC1
Ints13,INTS13
Pomk,POMK
Rock2,ROCK2
Pou3f2,POU3F2
Atp6v1h,ATP6V1H
Rtf2,RTF2
Htr2a,HTR2A
Dusp2,DUSP2
Cecr6,TMEM121B
Baiap2l1,BAIAP2L1
Nr6a1,NR6A1
Hccs,HCCS
Asb11,ASB11
Hspb1,HSPB1
Hoxd13,HOXD13
Esco2,ESCO2
Cbl,CBL
Atp5c1,ATP5F1C
Abcb1b,ABCB1
Rspo3,RSPO3
Rhob,RHOB
Foxi3,FOXI3
Rab34,RAB34
H2bfm,H2BFWT
H2bfm,H2BFM
Spdye4a,SPDYE1
Gmppa,GMPPA
Slc25a53,SLC25A53
Isl1,ISL1
Fate1,FATE1
Vpreb2,VPREB1
Pmaip1,PMAIP1
Pqlc3,PQLC3
Ppl,PPL
Dlgap2,DLGAP2
Baat,BAAT
Grxcr2,GRXCR2
Timm22,TIMM22
Mb21d1,CGAS
Clec7a,CLEC7A
Cbarp,CBARP
Supt5,SUPT5H
Bicd2,BICD2
Ywhag,YWHAG
Kcne1,KCNE1B
Add2,ADD2
Serpinb5,SERPINB5
Hist1h1a,HIST1H1A
Pate3,PATE3
Chrm1,CHRM1
Pcsk5,PCSK5
Uqcrc2,UQCRC2
Pycard,PYCARD
Pycard,PYDC1
Ankrd42,ANKRD42
Zglp1,ZGLP1
Mypop,MYPOP
Agbl5,AGBL5
Ccdc88c,CCDC88C
Wsb1,WSB1
Icam5,ICAM5
Asrgl1,ASRGL1
Zfp738,ZNF91
Vpreb1,VPREB1
Tada3,TADA3
Tmem52b,TMEM52B
Smyd5,SMYD5
Tex13b,TEX13A
Actn1,ACTN1
Kif2b,KIF2B
Elmo3,ELMO3
Fap,FAP
Adnp,ADNP
Asb3,GPR75-ASB3
Asb3,ASB3
Zfp507,ZNF507
Ccdc47,CCDC47
Otulin,OTULIN
2410004P03Rik,C2orf50
Erlec1,ERLEC1
Catsper1,CATSPER1
Zfp729a,ZNF99
Rpgrip1l,RPGRIP1L
Ccdc153,CCDC153
Rnf213,RNF213
Dtd2,DTD2
Sik2,SIK2
Eif5a,EIF5A
Cul9,CUL9
Cdh5,CDH5
Pdzd9,PDZD9
Gnao1,GNAO1
Slbp,SLBP
Zcchc12,ZCCHC18
Tmem211,TMEM211
Hdhd5,HDHD5
Cmbl,CMBL
Fam234a,FAM234A
Xylt1,XYLT1
Dst,DST
Flrt1,FLRT1
Tmem147,TMEM147
Kcnk5,KCNK5
L2hgdh,L2HGDH
Tmem132e,TMEM132E
Gm15262,BEND2
Tom1l1,TOM1L1
Tgfa,TGFA
Zfp41,ZFP41
Zfp536,ZNF536
Tk2,TK2
Sphk2,SPHK2
Ehf,EHF
Mau2,MAU2
Cnnm3,CNNM3
Ttl,TTL
Wrb,WRB
Arhgdig,ARHGDIG
Eif2ak1,EIF2AK1
Pou5f1,POU5F1
Pcsk1,PCSK1
Fam83e,FAM83E
Pdhx,PDHX
Cdyl,CDYL
Xpa,XPA
Eif3l,EIF3L
Hfe,HFE
Ankrd26,ANKRD30A
Ankrd26,POTEB2
Wfdc6b,WFDC6
Rps2,RPS2
Prkca,PRKCA
Sfxn3,SFXN3
Akap8,AKAP8
Fut4,FUT4
D630039A03Rik,C9orf152
Irf2bp1,IRF2BP1
Rpl10a,RPL10A
Rragb,RRAGB
Serpinb12,SERPINB12
Kcnip2,KCNIP2
Lars,LARS
Phkg2,PHKG2
Ltv1,LTV1
Cep78,CEP78
Large2,LARGE2
Pms2,PMS2
Ppp2r2d,PPP2R2D
Pi15,PI15
Laptm4a,LAPTM4A
Zfp473,ZNF473
Msx1,MSX1
Scnn1b,SCNN1B
A930017K11Rik,PRR35
Amtn,AMTN
Heatr5a,HEATR5A
Vwa8,VWA8
Mpp3,MPP3
Mrps18b,MRPS18B
Ahrr,AHRR
Rpl18,RPL18
Gpc1,GPC1
Emilin1,EMILIN1
Tnfaip1,TNFAIP1
Rax,RAX
Garem2,GAREM2
1700006E09Rik,CFAP97D1
Ccar1,CCAR1
Cdh2,CDH2
Sgsm1,SGSM1
Otub1,OTUB1
Ctcf,CTCF
Casp4,CASP4
Casp4,CASP5
Rnps1,RNPS1
Msln,MSLN
Odf3,ODF3
Adamdec1,ADAMDEC1
Siglece,SIGLEC8
Siglece,SIGLEC12
Scgb2a2,SCGB2A1
Scgb2a2,SCGB2A2
Apip,APIP
Habp2,HABP2
Srrm3,SRRM3
Jpt2,JPT2
Srpx,SRPX
Mnt,MNT
Cacul1,CACUL1
Tspan7,TSPAN7
Asb13,ASB13
Sec14l5,SEC14L5
Cenpw,CENPW
Aco1,ACO1
Ccdc172,CCDC172
Msn,MSN
Itga2,ITGA2
Pus3,PUS3
Lman1l,LMAN1L
Olr1,OLR1
Nkx3-1,NKX3-1
Nanos2,NANOS2
Eif3c,EIF3CL
Gpr162,GPR162
Fam69b,FAM69B
Bet1l,BET1L
Ddhd2,DDHD2
Kcnmb1,KCNMB1
Xk,XK
Slc1a1,SLC1A1
Clhc1,CLHC1
Nab1,NAB1
Bbs2,BBS2
Stat1,STAT1
Ccl8,CCL8
Gpr33,GPR33
Tomm7,TOMM7
Taf3,TAF3
Nup153,NUP153
Pdzd3,PDZD3
Tax1bp1,TAX1BP1
Rassf7,RASSF7
Lcn8,LCN8
Tnfrsf18,TNFRSF18
Abcb4,ABCB4
Celf5,CELF5
Poldip2,POLDIP2
Mcm10,MCM10
Mtcp1,MTCP1
Actrt2,ACTRT2
Ly6e,LY6E
Map4k5,MAP4K5
Msantd3,MSANTD3
Stk11,STK11
Sucla2,SUCLA2
Atp7a,ATP7A
Tcea2,TCEA2
Olfr63,OR10H3
Zfp458,ZNF91
Chrac1,CHRAC1
Adamtsl1,ADAMTSL1
Cdk11b,CDK11A
Alg1,ALG1
Fgfbp1,FGFBP1
Gm6657,CCDC196
Dsn1,DSN1
Ccl4,CCL4L2
Exosc1,EXOSC1
Cdkl1,CDKL1
Cap2,CAP2
Amfr,AMFR
Ccl1,CCL1
Eppin,EPPIN
Eppin,EPPIN-WFDC6
Magi1,IPCEF1
Gm10037,ZNF720
Prrg3,PRRG3
Cox11,COX11
Ogg1,OGG1
Sytl5,SYTL5
6030458C11Rik,C5orf22
Gm45861,ANKRD30A
Gm45861,POTEB2
Ogfod3,OGFOD3
Hs6st3,HS6ST3
Mcm4,MCM4
Ppp6r1,PPP6R1
Rslcan18,ZNF720
Faxc,FAXC
Ppp2r1b,PPP2R1B
Cyth1,CYTH1
Atg4a-ps,ATG4A
Mtfmt,MTFMT
Cxcr4,CXCR4
Fzd8,FZD8
Cplx4,CPLX4
Pglyrp1,PGLYRP1
H2-Oa,HLA-DOA
Aqp3,AQP3
Ndufv2,NDUFV2
Ndufs7,NDUFS7
Tpte,TPTE2
BC030336,MOSMO
Evx1,EVX1
Pim2,PIM2
A1bg,A1BG
Zmiz1,ZMIZ1
Cox15,COX15
Krt28,KRT28
Ndufa13,NDUFA13
Golga1,GOLGA1
March6,MARCH6
Mlycd,MLYCD
Acoxl,ACOXL
Ear6,RNASE3
Ear6,RNASE2
Tbcd,TBCD
Igkv8-26,IGKV4-1
Prkar2b,PRKAR2B
Snrnp25,SNRNP25
Vax2,VAX2
Fgfr3,FGFR3
Fam208b,FAM208B
Tmem156,TMEM156
Gm20795,SPIN2B
Gm20795,SPIN2A
G6pc3,G6PC3
Cwc15,CWC15
Gad1,GAD1
Ttr,TTR
Cdkn1c,CDKN1C
Mlana,MLANA
Zfyve1,ZFYVE1
Chmp4c,CHMP4C
H2-D1,HLA-B
H2-D1,HLA-C
Snrpa,SNRPA
Dpysl4,DPYSL4
Ighv1-4,IGHV1OR15-1
Nkapl,NKAPL
Agbl2,AGBL2
Cd207,CD207
Ctsd,CTSD
Spin2g,SPIN2B
Spin2g,SPIN2A
Pnck,PNCK
Slc18a2,SLC18A2
Rpl35,RPL35
Magea2,MAGEA10
Rnf151,RNF151
Trmo,TRMO
Abca7,ABCA7
Gabrq,GABRQ
Poc1a,POC1A
Kcng1,KCNG1
Sarm1,SARM1
Tmem215,TMEM215
Nampt,NAMPT
Slc9a5,SLC9A5
Dlg3,DLG3
Dcbld1,DCBLD1
Ear1,RNASE3
Ear1,RNASE2
Aldh8a1,ALDH8A1
Atp5d,ATP5F1D
Nxf7,NXF2
Nxf7,NXF2B
Zdhhc11,ZDHHC11B
Cysltr1,CYSLTR1
Aptx,APTX
Cetn2,CETN2
H2-M2,HLA-B
H2-M2,HLA-C
Zfp341,ZNF341
Olfr703,OR2AG2
Olfr703,OR2AG1
Ctu2,CTU2
Olfr995,OR5AK2
Hspa9,HSPA9
Igkv2-137,IGKV2-28
Igkv2-137,IGKV2D-28
Ankrd33b,ANKRD33B
Ushbp1,USHBP1
Prep,PREP
Itgad,ITGAD
Pnpla6,PNPLA6
Fahd2a,FAHD2B
Mvd,MVD
Stard10,STARD10
Kpna3,KPNA3
Klf1,KLF1
Pnp,PNP
Gripap1,GRIPAP1
Klrc2,KLRC4
Klrc2,KLRC4-KLRK1
Klrc2,KLRC3
Klrc2,KLRC2
Klrc2,KLRC1
Hist1h2bb,HIST1H2BM
Irx6,IRX6
Zfp9,ZNF25
Slc34a2,SLC34A2
Shc2,SHC2
4931406C07Rik,C11orf54
1110008P14Rik,C9orf16
Myom2,MYOM2
Dhrs4,DHRS4L2
Dhrs4,DHRS4
2310030G06Rik,C11orf52
Gba2,GBA2
Rbm25,RBM25
Slc22a7,SLC22A7
Ddx39,DDX39A
Hist1h1b,HIST1H1B
Tnrc6a,TNRC6A
Usp11,USP11
Ighv1-64,IGHV1OR15-1
Dlk2,DLK2
Depdc1b,DEPDC1B
Med4,MED4
Cdkn2aipnl,CDKN2AIPNL
D330045A20Rik,CXorf57
H2-Q5,HLA-B
H2-Q5,HLA-C
Kcnrg,KCNRG
Haus5,HAUS5
Aspscr1,ASPSCR1
Larp4b,LARP4B
Chchd5,CHCHD5
Srp14,SRP14
Crispld1,CRISPLD1
Edf1,EDF1
Cep295nl,CEP295NL
Tmem30b,TMEM30B
Rpl32,RPL32
Rab2a,RAB2A
Kif15,KIF15
Tmem236,TMEM236
Smim27,SMIM27
1700003F12Rik,C20orf144
Gm5926,SPIN2B
Gm5926,SPIN2A
Aipl1,AIPL1
Gm45717,IFITM1
Gm45717,IFITM2
Gm45717,IFITM3
Soga3,SOGA3
Guca1b,GUCA1B
Ctnna1,CTNNA1
Ifitm2,IFITM1
Ifitm2,IFITM2
Ifitm2,IFITM3
Hspb2,HSPB2-C11orf52
Hspb2,HSPB2
Npas3,NPAS3
Foxc1,FOXC1
Nol11,NOL11
Tmem238l,TMEM238L
Mcoln1,MCOLN1
Adgrf3,ADGRF3
1700030K09Rik,C19orf44
Dazap1,DAZAP1
Ldha,LDHA
Oprl1,OPRL1
Mob2,MOB2
Clps,CLPS
Igkv1-131,IGKV2-24
Igkv1-131,IGKV2-30
Igkv1-131,IGKV2D-30
Igkv1-131,IGKV2D-24
Cmtm3,CMTM3
Snapc1,SNAPC1
Prss3,PRSS3
Tbc1d2,TBC1D2
Igll1,IGLL5
Igll1,IGLC1
Igll1,IGLC2
Igll1,IGLC3
Igll1,IGLC7
Mt4,MT4
Tcp11x2,TCP11X2
Gnpda1,GNPDA1
Abhd12,ABHD12
Tmsb15l,TMSB15A
Gan,GAN
Wscd1,WSCD1
Slc47a1,SLC47A1
Krtap29-1,KRTAP29-1
Mak,MAK
Sar1b,SAR1B
Tspan17,TSPAN17
Apob,APOB
5730455P16Rik,C17orf75
Lypla1,LYPLA1
Pwwp2b,PWWP2B
Krtap1-5,KRTAP1-5
Krtap1-5,KRTAP1-4
Krtap1-5,KRTAP1-3
Krtap1-5,KRTAP1-1
Lrfn2,LRFN2
Crybb3,CRYBB3
Atp4a,ATP4A
C1qtnf4,C1QTNF4
Rab31,RAB31
Serpina7,SERPINA7
Aldob,ALDOB
Usp17ld,USP17L2
Usp17ld,USP17L7
Hrasls5,HRASLS5
Cyp19a1,CYP19A1
